Player,Tm,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,
Jared Cunningham,SCW,28,13,12,330,45,125,0.36,10,57,0.175,35,68,0.515,0.4,21,28,0.75,3,24,27,22,14,2,23,15,137,
Josh Cunningham,WES,,6,0,40,8,13,0.615,0,0,,8,13,0.615,0.615,4,4,1,8,6,14,1,0,0,2,7,22,
A.J. Davis,STO,24,1,0,14,0,3,0,0,1,0,0,2,0,0,1,1,1,0,4,4,0,0,1,2,2,2,
Deyonta Davis,SCW,23,42,31,1035,215,312,0.689,0,2,0,215,310,0.694,0.689,33,49,0.673,120,220,340,33,41,73,58,128,484,
Jon Davis,LAK,23,36,1,735,81,211,0.384,32,109,0.294,49,102,0.48,0.46,18,23,0.783,11,74,85,62,21,4,37,38,223,
Mike Davis Jr.,GBO,,1,0,2,0,1,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,
Trey Davis,MAI,26,38,5,864,163,348,0.468,53,134,0.396,110,214,0.514,0.545,57,68,0.838,21,124,145,151,33,1,64,47,476,
Aubrey Dawkins,EBH,24,37,23,848,129,288,0.448,66,185,0.357,63,103,0.612,0.563,13,15,0.867,39,87,126,37,27,7,41,59,345,
John Dawson,GBO,24,25,2,274,21,72,0.292,14,45,0.311,7,27,0.259,0.389,2,3,0.667,3,26,29,20,10,3,18,49,61,
Angel Delgado,SFL,25,2,0,44,13,19,0.684,0,0,,13,19,0.684,0.684,1,6,0.167,3,9,12,3,3,0,4,4,27,
Cody Demps,STO,26,41,40,1406,211,477,0.442,58,156,0.372,153,321,0.477,0.503,65,93,0.699,56,166,222,120,45,26,76,133,591,
Demetrius Denzel-Dyson,FWN,24,6,0,79,5,16,0.313,2,11,0.182,3,5,0.6,0.375,2,2,1,2,15,17,4,3,1,7,4,14,
Marcus Derrickson,CPS,23,39,36,1087,193,437,0.442,67,204,0.328,126,233,0.541,0.518,40,45,0.889,58,151,209,71,25,16,83,112,519,
Asauhn Dixon-Tatum,CCG,28,1,0,15,3,7,0.429,0,0,,3,7,0.429,0.429,1,1,1,7,1,8,0,0,2,1,4,8,
Daniel Dixon,WCB,25,16,0,261,33,81,0.407,18,53,0.34,15,28,0.536,0.519,8,11,0.727,6,27,33,27,11,6,12,19,95,
Stephen Domingo,LAK,24,11,8,295,36,93,0.387,16,54,0.296,20,39,0.513,0.473,2,4,0.5,5,44,49,12,6,9,7,13,93,
Luguentz Dort,OKL,20,13,12,414,77,176,0.438,25,75,0.333,52,101,0.515,0.509,45,75,0.6,22,42,64,34,12,8,29,40,254,
Sekou Doumbouya,GRR,19,16,14,432,102,210,0.486,32,90,0.356,70,120,0.583,0.562,27,32,0.844,20,68,88,24,12,7,43,35,278,
Milton Doyle,WCB,26,40,37,1391,253,632,0.4,134,372,0.36,119,260,0.458,0.506,41,57,0.719,18,148,166,238,78,25,137,124,699,
PJ Dozier,WCB,23,18,16,664,140,320,0.438,31,95,0.326,109,225,0.484,0.486,43,58,0.741,25,112,137,138,30,12,71,48,386,
Kellen Dunham,CCG,26,30,0,329,40,96,0.417,19,57,0.333,21,39,0.538,0.516,8,12,0.667,7,26,33,14,10,0,13,20,113,
Trevon Duval,IWA,21,32,14,540,83,176,0.472,10,48,0.208,73,128,0.57,0.5,28,44,0.636,10,47,57,85,24,10,66,74,222,
Vincent Edwards,TOT,23,38,13,881,128,279,0.459,72,190,0.379,56,89,0.629,0.588,17,24,0.708,25,153,178,61,22,8,34,51,351,
Vincent Edwards,CAN,23,9,0,130,13,39,0.333,5,26,0.192,8,13,0.615,0.397,0,0,,4,18,22,8,3,0,8,13,31,
Vincent Edwards,OKL,23,29,13,751,115,240,0.479,67,164,0.409,48,76,0.632,0.619,17,24,0.708,21,135,156,53,19,8,26,38,320,
John Egbunu,LIN,25,25,4,447,109,157,0.694,1,1,1,108,156,0.692,0.697,24,45,0.533,54,129,183,12,10,38,34,51,260,
Henry Ellenson,TOT,23,28,23,934,199,380,0.524,67,174,0.385,132,206,0.641,0.612,68,82,0.829,48,214,262,84,15,30,47,69,572,
Henry Ellenson,LIN,23,11,6,315,72,147,0.49,21,66,0.318,51,81,0.63,0.561,25,26,0.962,16,89,105,22,8,12,22,28,201,
Henry Ellenson,RAP,23,17,17,619,127,233,0.545,46,108,0.426,81,125,0.648,0.644,43,56,0.768,32,125,157,62,7,18,25,41,371,
Tyler Ennis,RAP,25,42,42,1438,273,610,0.448,54,167,0.323,219,443,0.494,0.492,87,101,0.861,51,174,225,313,82,15,140,101,721,
Aaron Epps,NAS,23,37,11,842,149,303,0.492,58,148,0.392,91,155,0.587,0.587,12,17,0.706,44,192,236,24,16,22,39,80,377,
Drew Eubanks,AUS,22,22,14,512,139,224,0.621,0,0,,139,224,0.621,0.621,46,61,0.754,34,103,137,32,23,34,36,47,349,
Jawun Evans,RAP,23,33,16,868,95,219,0.434,18,58,0.31,77,161,0.478,0.475,29,37,0.784,12,115,127,175,45,8,58,72,252,
Jacob Evans,TOT,22,10,5,226,23,83,0.277,9,40,0.225,14,43,0.326,0.331,7,8,0.875,2,34,36,20,10,4,9,20,67,
Jacob Evans,IWA,22,8,3,164,14,55,0.255,5,27,0.185,9,28,0.321,0.3,6,7,0.857,1,22,23,15,6,2,4,15,43,
Jacob Evans,SCW,22,2,2,62,9,28,0.321,4,13,0.308,5,15,0.333,0.393,1,1,1,1,12,13,5,4,2,5,5,24,
Tacko Fall,MAI,24,29,11,677,164,233,0.704,0,0,,164,233,0.704,0.704,28,73,0.384,101,223,324,23,4,88,68,68,374,
Matt Farrell,TOT,23,35,18,757,103,240,0.429,43,117,0.368,60,123,0.488,0.519,6,11,0.545,16,75,91,146,29,7,57,72,256,
Matt Farrell,AUS,23,21,12,471,51,133,0.383,20,67,0.299,31,66,0.47,0.459,6,10,0.6,14,44,58,78,21,4,30,48,129,
Matt Farrell,NAS,23,14,6,286,52,107,0.486,23,50,0.46,29,57,0.509,0.593,0,1,0,2,31,33,68,8,3,27,24,127,
Cristiano Felicio,WCB,27,4,4,126,26,36,0.722,2,3,0.667,24,33,0.727,0.75,9,12,0.75,12,26,38,7,1,3,10,10,67,
Javan Felix,SBL,25,29,2,585,91,205,0.444,21,62,0.339,70,143,0.49,0.495,25,32,0.781,9,47,56,88,26,0,54,53,250,
Bruno Fernando,CPS,21,2,2,47,10,18,0.556,0,2,0,10,16,0.625,0.556,0,1,0,1,7,8,7,2,5,7,2,20,
Brandon Fields,TEX,31,38,11,806,132,343,0.385,48,153,0.314,84,190,0.442,0.455,30,49,0.612,9,80,89,218,25,4,86,54,364,
Skyler Flatten,SFL,,24,0,377,29,97,0.299,26,89,0.292,3,8,0.375,0.433,4,5,0.8,5,31,36,13,7,4,12,26,92,
Brandone Francis,IWA,,20,0,167,19,48,0.396,11,30,0.367,8,18,0.444,0.51,4,4,1,2,12,14,11,5,1,6,9,55,
Daeshon Francis,RGV,24,3,0,24,1,2,0.5,1,2,0.5,0,0,,0.75,0,2,0,2,4,6,0,0,0,4,2,3,
Robert Franks,TOT,23,36,28,1160,223,460,0.485,86,239,0.36,137,221,0.62,0.578,56,68,0.824,57,176,233,57,28,19,65,107,624,
Robert Franks,GBO,23,22,15,704,145,302,0.48,49,146,0.336,96,156,0.615,0.561,40,46,0.87,31,91,122,32,12,8,36,60,406,
Robert Franks,STO,23,14,13,456,78,158,0.494,37,93,0.398,41,65,0.631,0.611,16,22,0.727,26,85,111,25,16,11,29,47,218,
Melvin Frazier Jr.,LAK,23,23,23,850,161,320,0.503,32,99,0.323,129,221,0.584,0.553,38,58,0.655,26,125,151,52,51,13,47,60,417,
Michael Frazier,RGV,25,17,17,478,94,232,0.405,44,135,0.326,50,97,0.515,0.5,12,20,0.6,14,43,57,39,21,6,31,36,250,
Kenny Gabriel,CPS,30,37,4,735,102,238,0.429,47,146,0.322,55,92,0.598,0.527,19,28,0.679,33,145,178,40,17,17,41,80,284,
Abdul Gaddy,OKL,28,38,35,1254,175,362,0.483,46,107,0.43,129,255,0.506,0.547,46,61,0.754,21,98,119,325,16,8,106,86,467,
Daniel Gafford,WCB,21,3,3,86,24,30,0.8,0,0,,24,30,0.8,0.8,1,6,0.167,7,16,23,2,6,8,8,10,50,
JaKeenan Gant,FWN,23,29,8,476,91,191,0.476,25,79,0.316,66,112,0.589,0.542,15,24,0.625,46,62,108,22,11,34,15,46,230,
Kiwi Gardner,SCW,26,11,0,125,18,41,0.439,4,13,0.308,14,28,0.5,0.488,3,4,0.75,2,12,14,30,6,0,18,13,44,
Kaiser Gates,MAI,23,36,36,1174,149,371,0.402,83,251,0.331,66,120,0.55,0.513,34,49,0.694,41,220,261,69,29,21,56,92,438,
Kavin Gilder-Tilbury,WES,,4,0,13,1,5,0.2,1,5,0.2,0,0,,0.3,0,1,0,0,3,3,1,2,0,0,1,3,
L.G. Gill,IWA,25,33,15,497,48,97,0.495,7,26,0.269,41,71,0.577,0.531,16,21,0.762,24,77,101,16,11,9,24,57,127,
Leon Gilmore III,WIS,24,29,2,452,58,136,0.426,14,57,0.246,44,79,0.557,0.478,16,24,0.667,15,69,84,33,20,4,32,49,158,
Dayon Goodman,WCB,,11,0,63,2,11,0.182,1,6,0.167,1,5,0.2,0.227,1,3,0.333,2,1,3,3,2,2,3,8,7,
Brandon Goodwin,CPS,24,16,16,556,112,250,0.448,42,108,0.389,70,142,0.493,0.532,25,39,0.641,16,82,98,128,25,3,50,26,308,
Donte Grantham,ACC,24,38,26,1132,169,382,0.442,53,164,0.323,116,218,0.532,0.512,32,40,0.8,69,193,262,101,24,6,55,40,440,
Jerian Grant,CCG,27,39,37,1297,213,454,0.469,64,147,0.435,149,307,0.485,0.54,96,115,0.835,23,145,168,224,54,15,88,87,637,
Hassani Gravett,LAK,23,42,28,1293,183,425,0.431,80,205,0.39,103,220,0.468,0.525,28,38,0.737,27,146,173,138,46,14,84,93,490,
Marcus Graves,STO,23,42,22,960,98,268,0.366,36,127,0.283,62,141,0.44,0.433,37,52,0.712,15,88,103,195,28,7,68,97,288,
Josh Gray,EBH,26,37,36,1332,321,715,0.449,71,211,0.336,250,504,0.496,0.499,76,98,0.776,41,151,192,259,87,12,152,93,831,
Dominic Green,SCW,,2,0,39,3,8,0.375,2,7,0.286,1,1,1,0.5,0,0,,1,3,4,0,0,1,1,1,8,
Jordan Green,AUS,26,20,0,236,27,69,0.391,4,17,0.235,23,52,0.442,0.42,6,11,0.545,12,17,29,13,9,4,9,19,68,
Jamall Gregory,CCG,,4,0,8,2,4,0.5,0,1,0,2,3,0.667,0.5,0,0,,0,0,0,0,0,0,3,3,4,
Derrick Griffin,STO,26,24,2,255,35,68,0.515,0,0,,35,68,0.515,0.515,6,11,0.545,45,40,85,8,6,8,15,42,81,
Kyle Guy,STO,22,37,29,1365,267,646,0.413,142,355,0.4,125,291,0.43,0.523,75,99,0.758,27,100,127,176,42,6,89,48,794,
Isaac Haas,SLC,24,38,5,689,114,204,0.559,0,0,,114,204,0.559,0.559,40,61,0.656,83,191,274,37,12,32,50,96,294,
Devon Hall,OKL,24,30,30,938,160,355,0.451,71,199,0.357,89,156,0.571,0.551,49,57,0.86,27,145,172,127,23,11,65,67,469,
Donta Hall,GRR,22,38,37,1087,231,348,0.664,7,26,0.269,224,322,0.696,0.674,70,94,0.745,160,244,404,35,40,54,52,92,589,
Ferrakohn Hall,WCB,29,42,18,854,134,314,0.427,34,120,0.283,100,194,0.515,0.481,18,38,0.474,37,115,152,39,17,13,62,117,335,
Tyler Hall,WES,22,39,17,968,121,287,0.422,91,222,0.41,30,65,0.462,0.58,18,26,0.692,24,112,136,69,25,7,25,69,361,
Jaylen Hands,LIN,20,40,18,897,169,406,0.416,61,173,0.353,108,233,0.464,0.491,31,35,0.886,19,98,117,140,40,1,75,47,450,
Dusty Hannahs,MHU,26,37,24,1143,277,591,0.469,117,262,0.447,160,329,0.486,0.568,75,83,0.904,12,70,82,76,25,3,68,82,792,
Jared Harper,NAS,22,34,33,983,215,520,0.413,88,244,0.361,127,276,0.46,0.498,111,141,0.787,8,85,93,186,34,3,94,61,688,
Andrew Harrison,SCW,25,39,11,1056,194,449,0.432,82,227,0.361,112,222,0.505,0.523,82,108,0.759,16,135,151,188,49,20,104,126,604,
Terry Harris,DEL,23,16,3,127,19,52,0.365,11,34,0.324,8,18,0.444,0.471,6,6,1,0,11,11,4,2,1,7,7,56,
Isaiah Hartenstein,RGV,21,14,14,456,132,226,0.584,12,46,0.261,120,180,0.667,0.611,41,62,0.661,64,141,205,61,18,15,44,51,349,
Reggie Hearn,SBL,28,44,33,1370,188,404,0.465,117,277,0.422,71,127,0.559,0.61,42,51,0.824,24,138,162,103,26,10,82,107,559,
Terry Henderson,GBO,25,10,7,281,29,77,0.377,15,44,0.341,14,33,0.424,0.474,7,7,1,7,43,50,20,13,2,13,20,87,
Myke Henry,OKL,27,36,31,937,196,372,0.527,38,140,0.271,158,232,0.681,0.578,32,40,0.8,21,169,190,63,35,30,90,88,483,
Dewan Hernandez,RAP,23,9,9,264,53,130,0.408,4,25,0.16,49,105,0.467,0.423,8,14,0.571,20,62,82,15,9,16,21,27,123,
Alan Herndon,CAN,25,26,1,313,41,85,0.482,23,58,0.397,18,27,0.667,0.618,6,9,0.667,12,40,52,14,5,13,13,25,116,
Kevin Hervey,OKL,23,27,19,691,121,323,0.375,49,184,0.266,72,139,0.518,0.45,20,34,0.588,29,172,201,69,38,20,50,61,325,
A.J. Hess,WIS,26,31,0,507,58,163,0.356,41,112,0.366,17,51,0.333,0.482,6,11,0.545,15,56,71,19,14,4,22,28,168,
Robert Heyer,OKL,27,1,0,17,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,1,0,0,1,2,0,
Nate Hickman,WES,,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,1,1,0,
Stephan Hicks,FWN,27,41,26,1245,209,399,0.524,53,113,0.469,156,286,0.545,0.59,79,98,0.806,80,178,258,42,42,13,52,85,604,
Haywood Highsmith,DEL,23,43,23,1144,160,386,0.415,60,178,0.337,100,208,0.481,0.492,40,57,0.702,82,205,287,115,50,18,84,105,447,
Ahmed Hill,NAS,24,40,25,1043,145,338,0.429,59,170,0.347,86,168,0.512,0.516,26,38,0.684,13,108,121,69,32,5,51,62,389,
Amir Hinton,WES,22,36,5,566,105,269,0.39,20,85,0.235,85,184,0.462,0.428,25,34,0.735,21,47,68,36,34,9,32,58,273,
Jaylen Hoard,TEX,20,24,4,662,159,304,0.523,11,50,0.22,148,254,0.583,0.541,34,56,0.607,67,98,165,46,13,10,36,41,388,
D.J. Hogg,WIS,23,42,17,1058,159,326,0.488,73,183,0.399,86,143,0.601,0.6,50,59,0.847,46,174,220,64,20,46,46,71,466,
Tra-Deon Hollins,GRR,24,37,10,895,92,260,0.354,16,86,0.186,76,174,0.437,0.385,36,49,0.735,30,103,133,298,95,11,133,90,255,
Aric Holman,TEX,22,40,2,686,152,329,0.462,66,192,0.344,86,137,0.628,0.562,12,18,0.667,46,129,175,53,15,38,49,79,388,
Daulton Hommes,AUS,23,36,6,704,97,230,0.422,50,150,0.333,47,80,0.588,0.53,33,38,0.868,28,97,125,43,18,16,34,62,298,
Scotty Hopson,OKL,30,6,6,187,42,71,0.592,17,36,0.472,25,35,0.714,0.711,7,11,0.636,2,16,18,22,3,1,25,19,110,
Talen Horton-Tucker,SBL,19,38,38,1134,262,618,0.424,72,234,0.308,190,384,0.495,0.482,55,74,0.743,48,187,235,148,52,22,121,111,688,
Pe'Shon Howard,GRR,29,30,0,346,53,148,0.358,29,100,0.29,24,48,0.5,0.456,15,21,0.714,6,41,47,50,6,0,39,23,161,
William Howard,TOT,26,36,30,1114,161,331,0.486,71,195,0.364,90,136,0.662,0.594,42,51,0.824,35,156,191,96,60,21,48,74,462,
William Howard,RGV,26,21,20,658,88,197,0.447,40,124,0.323,48,73,0.658,0.548,28,31,0.903,19,90,109,64,36,10,23,41,265,
William Howard,SLC,26,15,10,456,73,134,0.545,31,71,0.437,42,63,0.667,0.66,14,20,0.7,16,66,82,32,24,11,25,33,197,
Jalen Hudson,CCG,23,38,6,918,188,420,0.448,56,150,0.373,132,270,0.489,0.514,41,61,0.672,28,106,134,62,29,8,54,66,507,
Isaac Humphries,LAK,22,19,10,438,68,149,0.456,13,46,0.283,55,103,0.534,0.5,11,14,0.786,28,85,113,30,21,30,42,55,168,
R.J. Hunter,CPS,26,10,4,239,28,81,0.346,16,54,0.296,12,27,0.444,0.444,11,17,0.647,1,32,33,30,14,5,16,26,90,
Chandler Hutchison,WCB,23,1,1,40,6,20,0.3,1,5,0.2,5,15,0.333,0.325,1,1,1,0,10,10,1,3,3,4,5,14,
Andre Ingram,SBL,34,28,7,667,76,156,0.487,55,117,0.47,21,39,0.538,0.663,16,20,0.8,11,50,61,37,21,3,17,42,233,
Donte Ingram,GBO,23,33,6,547,56,150,0.373,26,83,0.313,30,67,0.448,0.46,13,20,0.65,28,49,77,30,18,7,15,40,158,
Ike Iroegbu,CCG,24,39,0,647,100,236,0.424,34,92,0.37,66,144,0.458,0.496,47,59,0.797,9,75,84,90,33,1,48,47,304,
Zak Irvin,WES,25,41,23,1103,179,313,0.572,2,25,0.08,177,288,0.615,0.575,25,43,0.581,53,175,228,98,37,6,67,61,405,
Khalil Iverson,GRR,,40,4,683,103,182,0.566,8,22,0.364,95,160,0.594,0.588,19,39,0.487,73,80,153,59,27,28,57,56,247,
Jarrett Jack,SFL,36,25,20,612,150,292,0.514,16,53,0.302,134,239,0.561,0.541,45,48,0.938,15,68,83,128,15,4,69,25,389,
Kadeem Jack,OKL,27,32,10,702,158,264,0.598,11,38,0.289,147,226,0.65,0.619,50,69,0.725,93,171,264,32,17,29,61,64,414,
Demetrius Jackson,SBL,25,4,3,106,14,27,0.519,6,13,0.462,8,14,0.571,0.63,3,3,1,1,3,4,23,3,0,9,11,40,
Josh Jackson,MHU,22,26,26,813,195,436,0.447,65,171,0.38,130,265,0.491,0.522,41,68,0.603,53,145,198,114,36,37,70,91,529,
Pierre Jackson,SBL,28,16,13,527,106,241,0.44,55,138,0.399,51,103,0.495,0.554,36,42,0.857,15,49,64,98,31,2,29,39,333,
Justin James,STO,23,3,0,52,18,25,0.72,3,4,0.75,15,21,0.714,0.78,5,8,0.625,2,6,8,6,3,5,5,8,47,
Stefan Jankovic,CCG,26,15,2,171,26,58,0.448,7,20,0.35,19,38,0.5,0.509,9,12,0.75,12,26,38,7,6,7,12,35,75,
Amile Jefferson,LAK,26,7,7,242,75,115,0.652,0,1,0,75,114,0.658,0.652,22,35,0.629,33,55,88,19,4,13,14,25,181,
Rahlir Hollis-Jefferson,MHU,28,35,13,765,83,174,0.477,13,47,0.277,70,127,0.551,0.514,20,32,0.625,52,79,131,84,49,19,37,89,215,
DaQuan Jeffries,STO,22,27,22,837,164,356,0.461,63,184,0.342,101,172,0.587,0.549,31,44,0.705,34,152,186,50,32,22,54,98,447,
Ty Jerome,NAS,22,3,0,61,18,38,0.474,5,14,0.357,13,24,0.542,0.539,6,10,0.6,2,9,11,15,4,0,3,5,50,
Sheldon Jeter,MAI,25,38,3,564,67,159,0.421,44,119,0.37,23,40,0.575,0.56,5,7,0.714,19,89,108,19,10,14,17,41,187,
Alize Johnson,FWN,23,19,19,698,155,297,0.522,21,62,0.339,134,235,0.57,0.557,35,56,0.625,63,182,245,87,25,5,68,46,383,
BJ Johnson,LAK,24,28,28,1004,225,491,0.458,63,151,0.417,162,340,0.476,0.522,77,98,0.786,29,149,178,56,56,11,87,73,640,
D.J. Johnson,SCW,26,24,0,296,52,92,0.565,0,0,,52,92,0.565,0.565,15,24,0.625,43,64,107,4,17,18,17,52,131,
Jaylen Johnson,IWA,23,33,8,545,101,192,0.526,8,39,0.205,93,153,0.608,0.547,18,33,0.545,81,78,159,95,10,20,53,78,240,
Keldon Johnson,AUS,20,31,30,936,243,458,0.531,23,94,0.245,220,364,0.604,0.556,78,103,0.757,54,124,178,74,24,17,79,70,630,
Nino Johnson,MHU,27,35,6,386,56,100,0.56,2,10,0.2,54,90,0.6,0.57,10,17,0.588,38,78,116,20,23,19,28,51,131,
Stanley Johnson,RAP,23,3,3,103,20,60,0.333,6,25,0.24,14,35,0.4,0.383,15,20,0.75,4,23,27,14,8,2,5,9,68,
Vance Johnson,IWA,23,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,
Venky Jois,MHU,26,18,1,221,42,76,0.553,1,5,0.2,41,71,0.577,0.559,13,24,0.542,38,32,70,12,12,9,16,24,107,
Jalen Jones,CCG,26,37,36,1181,249,529,0.471,57,158,0.361,192,371,0.518,0.525,88,125,0.704,77,217,294,49,48,11,94,99,701,
Jemerrio Jones,WIS,24,42,40,1278,194,350,0.554,17,78,0.218,177,272,0.651,0.579,29,52,0.558,170,339,509,191,59,37,99,115,453,
Shawndre Jones,NAS,25,34,3,662,103,270,0.381,18,74,0.243,85,196,0.434,0.415,28,38,0.737,19,32,51,142,27,4,64,55,265,
Torren Jones,SCW,,9,0,120,24,33,0.727,0,0,,24,33,0.727,0.727,4,8,0.5,7,31,38,1,1,2,6,13,56,
Daxter Miles Jr.,TOT,24,42,13,1166,227,517,0.439,69,213,0.324,158,304,0.52,0.506,58,104,0.558,39,97,136,90,40,5,73,108,617,
Daxter Miles Jr.,FWN,24,21,1,553,115,266,0.432,28,103,0.272,87,163,0.534,0.485,28,55,0.509,20,46,66,43,16,1,38,51,303,
Daxter Miles Jr.,NAS,24,21,12,613,112,251,0.446,41,110,0.373,71,141,0.504,0.528,30,49,0.612,19,51,70,47,24,4,35,57,314,
Herve Kabasele,EBH,,6,0,43,6,16,0.375,0,1,0,6,15,0.4,0.375,0,0,,5,4,9,2,1,1,1,6,12,
Mfiondu Kabengele,ACC,22,27,27,843,185,384,0.482,53,164,0.323,132,220,0.6,0.551,51,63,0.81,59,194,253,35,33,51,52,99,506,
Jonathan Kasibabu,LIN,23,35,26,703,101,194,0.521,6,19,0.316,95,175,0.543,0.536,34,51,0.667,94,124,218,48,16,32,57,113,263,
Tre Kelley,FWN,35,16,0,209,42,107,0.393,4,13,0.308,38,94,0.404,0.411,4,8,0.5,3,13,16,32,6,1,30,22,95,
Matt Kenyon,TOT,22,18,1,176,9,30,0.3,1,7,0.143,8,23,0.348,0.317,2,6,0.333,19,16,35,9,5,1,9,18,23,
Matt Kenyon,CCG,22,9,0,82,5,17,0.294,0,2,0,5,15,0.333,0.294,2,5,0.4,10,9,19,2,3,1,4,7,14,
Matt Kenyon,SBL,22,9,1,94,4,13,0.308,1,5,0.2,3,8,0.375,0.346,0,1,0,9,7,16,7,2,0,5,11,9,
Louis King,GRR,20,31,22,883,177,423,0.418,48,143,0.336,129,280,0.461,0.475,42,52,0.808,42,124,166,91,43,15,70,92,464,
Tevin King,AUS,24,25,0,366,32,85,0.376,7,24,0.292,25,61,0.41,0.418,17,22,0.773,7,44,51,56,21,3,30,62,98,
V.J. King,WES,23,26,2,307,45,113,0.398,11,39,0.282,34,74,0.459,0.447,10,13,0.769,4,56,60,16,6,3,14,21,121,
Bronson Koenig,EBH,25,18,0,279,32,104,0.308,22,72,0.306,10,32,0.313,0.413,6,7,0.857,2,24,26,25,9,3,20,33,95,
Sagaba Konate,RAP,22,18,0,137,35,63,0.556,7,19,0.368,28,44,0.636,0.611,4,6,0.667,18,20,38,5,6,6,14,22,85,
John Konchar,MHU,23,20,20,582,100,176,0.568,18,55,0.327,82,121,0.678,0.619,15,22,0.682,48,122,170,84,36,15,22,48,243,
Bazoumana Kone,OKL,,3,0,42,5,11,0.455,2,3,0.667,3,8,0.375,0.545,1,2,0.5,1,2,3,4,1,0,3,7,14,
Christ Koumadje,DEL,23,33,23,872,155,246,0.63,0,0,,155,246,0.63,0.63,36,53,0.679,129,234,363,24,19,136,55,108,373,
David Kramer,NAS,23,15,1,217,38,85,0.447,15,48,0.313,23,37,0.622,0.535,18,24,0.75,13,34,47,7,8,1,26,32,123,
Rodions Kurucs,LIN,21,9,8,225,41,83,0.494,12,42,0.286,29,41,0.707,0.566,4,11,0.364,9,41,50,26,9,7,23,32,100,
Michale Kyser,LAK,28,41,23,1077,153,307,0.498,26,78,0.333,127,229,0.555,0.541,20,33,0.606,92,149,241,63,20,66,47,74,368,
Trevor Lacey,WIS,28,36,10,612,59,132,0.447,39,88,0.443,20,44,0.455,0.595,8,10,0.8,15,59,74,54,14,3,21,37,168,
Romeo Langford,MAI,20,7,4,166,28,65,0.431,5,23,0.217,23,42,0.548,0.469,8,10,0.8,5,14,19,9,3,10,12,13,74,
Cameron Lard,LAK,,2,0,14,2,5,0.4,0,0,,2,5,0.4,0.4,1,1,1,1,2,3,0,1,2,2,4,6,
Terry Larrier,ACC,24,24,8,472,72,207,0.348,26,88,0.295,46,119,0.387,0.411,6,9,0.667,17,38,55,18,18,5,25,27,182,
Anthony Lawrence II,NAS,23,38,26,885,123,268,0.459,43,122,0.352,80,146,0.548,0.539,29,40,0.725,28,119,147,86,29,19,74,63,340,
Dedric Lawson,AUS,22,42,15,1124,227,427,0.532,58,173,0.335,169,254,0.665,0.6,39,50,0.78,119,220,339,64,38,43,48,86,575,
Vic Law,LAK,24,33,33,1153,251,506,0.496,75,187,0.401,176,319,0.552,0.57,42,47,0.894,55,211,266,97,34,22,71,85,650,
Jalen Lecque,NAS,19,33,23,877,169,410,0.412,25,116,0.216,144,294,0.49,0.443,47,78,0.603,23,86,109,116,25,7,97,95,443,
Jeff Ledbetter,AUS,31,38,0,750,97,244,0.398,70,192,0.365,27,52,0.519,0.541,25,31,0.806,9,77,86,112,51,6,48,84,301,
Marcus Lee,SFL,25,42,21,1045,206,282,0.73,0,0,,206,282,0.73,0.73,26,52,0.5,99,215,314,60,36,67,52,128,458,
Walter Lemon Jr.,FWN,27,39,36,1391,320,709,0.451,49,121,0.405,271,588,0.461,0.486,67,103,0.65,23,147,170,260,63,8,149,117,791,
Scottie Lindsey,EBH,23,30,10,670,117,262,0.447,53,144,0.368,64,118,0.542,0.548,16,17,0.941,19,91,110,51,29,8,43,76,313,
Sanjay Lumpkin,CPS,25,32,21,546,45,98,0.459,16,48,0.333,29,50,0.58,0.541,5,10,0.5,18,53,71,29,16,5,23,81,116,
Timothe Luwawu,LIN,24,9,9,304,68,150,0.453,19,62,0.306,49,88,0.557,0.517,14,20,0.7,3,52,55,29,9,4,30,28,178,
Daryl Macon,SFL,24,35,16,994,200,422,0.474,57,155,0.368,143,267,0.536,0.541,90,113,0.796,15,131,146,172,32,2,89,64,596,
Sheldon Mac,CAN,27,41,1,1104,209,418,0.5,28,95,0.295,181,323,0.56,0.533,116,146,0.795,40,125,165,96,47,3,65,59,639,
J.P. Macura,CAN,24,39,33,1129,209,430,0.486,77,223,0.345,132,207,0.638,0.576,34,48,0.708,46,121,167,83,92,15,62,117,554,
Josh Magette,LAK,30,29,28,1016,193,447,0.432,98,229,0.428,95,218,0.436,0.541,90,107,0.841,10,110,120,297,58,8,82,84,611,
Matur Maker,RGV,22,30,7,397,65,116,0.56,8,27,0.296,57,89,0.64,0.595,17,30,0.567,46,67,113,21,12,12,27,41,169,
Terance Mann,ACC,24,20,20,700,117,220,0.532,17,53,0.321,100,167,0.599,0.57,35,45,0.778,36,142,178,124,23,6,51,67,309,
Devyn Marble,SCW,27,26,20,767,119,250,0.476,31,94,0.33,88,156,0.564,0.538,34,51,0.667,26,106,132,47,41,6,35,53,325,
Caleb Martin,GBO,24,28,28,1034,219,467,0.469,66,178,0.371,153,289,0.529,0.54,51,79,0.646,35,133,168,107,44,23,81,51,596,
